name,price,type,efficiency,wattage,modular,color,form_factor,pcie_6plus2_connectors
Phanteks AMP v2,158.0,ATX,gold,1000,Full,White,ATX,4
FSP Group HYPER S,158.0,ATX,plus,700,false,Black,ATX,4
Logisys PS480D,29.99,ATX,gold,480,false,Black,ATX,4
Thermalright TP,158.0,ATX,platinum,850,Full,White,ATX,4
LC-Power LC1000P V3.0,158.0,ATX,platinum,1000,Full,Black,ATX,4
Silverstone DA1000R,158.0,ATX,gold,1000,Full,White,ATX,4
Deepcool PX850G WH,158.0,ATX,gold,850,Full,White,ATX,4
Apex SL-275TFX,45.95,TFX,gold,275,false,Silver,TFX,4
EVGA SuperNOVA 750 G7,158.0,ATX,gold,750,Full,Black / Blue,ATX,4
Cougar VTE X2,158.0,ATX,plus,750,false,Black,ATX,4
Silverstone Strider,158.0,ATX,bronze,500,false,Black,ATX,4
Corsair Vengeance 550M,158.0,ATX,bronze,550,Semi,Black,ATX,4
SeaSonic M12II,158.0,ATX,bronze,750,Semi,Black,ATX,4
OCZ ModXStream Pro,158.0,ATX,plus,700,Semi,Black,ATX,4
Silverstone Strider,158.0,ATX,bronze,650,false,Black,ATX,4
SeaSonic SS-460FL Active PFC F3,158.0,ATX,platinum,460,Full,Black,ATX,4
be quiet! System Power 8,158.0,ATX,plus,500,false,Black,ATX,4
Antec CSK,158.0,ATX,bronze,450,false,Black / Yellow,ATX,4
LC-Power LC V2.31,158.0,TFX,gold,400,false,Black,TFX,4
Antec High Current Gamer,158.0,ATX,bronze,850,Semi,Black,ATX,4
KOLINK Core,158.0,ATX,plus,500,false,Black,ATX,4
KOLINK Core,158.0,ATX,plus,850,false,Black,ATX,4
SeaSonic PRIME Titanium,158.0,ATX,titanium,850,Full,Black,ATX,4
Antec NeoECO Classic,158.0,ATX,bronze,650,false,Black,ATX,4
SeaSonic CORE GX ATX 3 (2024),158.0,ATX,gold,650,Full,White,ATX,4
SeaSonic X,158.0,ATX,gold,660,Full,Black,ATX,4
Cooler Master XG750,158.0,ATX,platinum,750,Full,Black,ATX,4
Corsair CS850M,158.0,ATX,gold,850,Semi,Black,ATX,4
be quiet! System Power 10 U,158.0,ATX,bronze,650,false,Black,ATX,4
Logisys PS480D2,30.99,ATX,gold,480,false,Black,ATX,4
FSP Group Hydro G Pro,158.0,ATX,gold,650,Full,Black,ATX,4
EVGA GE,158.0,ATX,gold,500,false,Black,ATX,4
SeaSonic PRIME Platinum,158.0,ATX,platinum,850,Full,Black,ATX,4
In Win P75,158.0,ATX,gold,750,Full,Black,ATX,4
Cougar POLAR,199.99,ATX,platinum,1200,Full,White,ATX,4
MSI MAG A1000GLS PCIE5,158.0,ATX,gold,1000,Full,Black,ATX,4
Thermalright TGFX750,158.0,SFX,gold,750,Full,White,SFX,4
BitFenix Formula Gold 650,158.0,ATX,gold,650,false,Black,ATX,4
FSP Group Hydro PTM PRO,249.99,ATX,platinum,1000,Full,Black,ATX,4
Antec True Power,222.02,ATX,bronze,850,Full,Black,ATX,4
SeaSonic PRIME PX,158.0,ATX,platinum,650,Full,Black / Silver,ATX,4
Deepcool PM650D,158.0,ATX,gold,650,false,Black,ATX,4
Thermaltake Toughpower PF1 - TT Premium Edition,362.22,ATX,platinum,1050,Full,Black,ATX,4
Xilence XP650R10,158.0,ATX,bronze,650,false,Black / Red,ATX,4
Cooler Master G500,158.0,ATX,gold,500,false,Black,ATX,4
Fractal Design Edison M,158.0,ATX,gold,450,Semi,Black,ATX,4
SeaSonic PRIME SNOWSILENT,158.0,ATX,platinum,650,Full,White,ATX,4
be quiet! Pure Power 10 CM,158.0,ATX,silver,700,Semi,Black,ATX,4
Thermaltake Toughpower iRGB PLUS 850,158.0,ATX,gold,850,Full,Black,ATX,4
Thermaltake Smart,158.0,ATX,plus,730,false,Black,ATX,4
Inter-Tech Argus RGB II,173.8,ATX,bronze,700,false,Black,ATX,4
Silverstone SFX,158.0,SFX,bronze,450,false,Black,SFX,4
SeaSonic X,158.0,ATX,gold,400,Full,Black,ATX,4
Cooler Master 500W MasterWatt Lite 230V,158.0,ATX,plus,500,false,Black,ATX,4
Raidmax RX-700AC,158.0,ATX,bronze,700,Semi,Black,ATX,4
Xigmatek NRP-PC702,158.0,ATX,bronze,700,false,Black,ATX,4
be quiet! Pure Power 9,158.0,ATX,silver,500,Semi,Black,ATX,4
FSP Group ATX300-PA,158.0,ATX,gold,300,false,Black,ATX,4
Thermaltake Toughpower GF2 ARGB,158.0,ATX,gold,850,Full,Black,ATX,4
Deepcool PX1000G WH,158.0,ATX,gold,1000,Full,White,ATX,4
Cooler Master MWE GOLD 550 V2 FULL MODULAR,158.0,ATX,gold,550,Full,Black,ATX,4
In Win A55,158.0,ATX,plus,550,false,Black,ATX,4
Cougar BXM850,158.0,ATX,bronze,850,Semi,Orange / Black,ATX,4
SeaSonic G12 GM,158.0,ATX,gold,550,Semi,Black / Blue,ATX,4
Zalman ACRUX,158.0,ATX,platinum,1200,Full,Black / Silver,ATX,4
Thermalright TG,158.0,ATX,gold,1200,Full,White,ATX,4
Cougar POLAR,209.0,ATX,platinum,1050,Full,White,ATX,4
Thermalright TPFX850,158.0,SFX,platinum,850,Full,Black,SFX,4
Enermax MarbleBron,158.0,ATX,bronze,650,Semi,Black,ATX,4
Xilence XP1050MR9.2,158.0,ATX,gold,1050,Full,Black / Red,ATX,4
LC-Power LC6650 V2.3,158.0,ATX,bronze,650,false,Black,ATX,4
Thermaltake Toughpower iRGB PLUS 1200 Platinum,158.0,ATX,platinum,1200,Full,Black,ATX,4
Phanteks Revolt SFX,158.0,SFX,gold,650,Full,Black,SFX,4
Fractal Design Anode Bronze,158.0,SFX,bronze,450,false,Black,SFX,4
RAIJINTEK CRATOS,158.0,ATX,gold,1000,Full,White,ATX,4
Antec VP,158.0,ATX,gold,500,false,Black,ATX,4
LC-Power LC6 V2.31,158.0,ATX,gold,750,Full,Black / Gray,ATX,4
Rosewill HIVE,158.0,ATX,bronze,850,Full,Black,ATX,4
Antec True Power,158.0,ATX,bronze,650,Full,Black,ATX,4
Cooler Master MWE BRONZE 550 V3,158.0,ATX,bronze,550,false,Black,ATX,4
be quiet! Pure Power 11 FM 1000,158.0,ATX,gold,1000,Full,Black,ATX,4
Silverstone Strider Titanium,158.0,ATX,titanium,600,Full,Black,ATX,4
FSP Group HEXA 85+ PRO,158.0,ATX,bronze,350,false,Black,ATX,4
LC-Power LC1200P V3.0,158.0,ATX,platinum,1200,Full,Black,ATX,4
KOLINK Core,158.0,ATX,plus,700,false,Black,ATX,4
KOLINK KL-500,158.0,ATX,bronze,500,false,Black,ATX,4
FSP Group FSP270-60LE,158.0,Mini ITX,plus,270,false,Silver,Mini ITX,4
Thermaltake Toughpower,158.0,ATX,gold,650,Semi,Black,ATX,4
FSP Group Raider S 550,158.0,ATX,silver,550,false,Black,ATX,4
Silverstone Strider,158.0,ATX,gold,550,Full,Black,ATX,4
Zalman TeraMax II,158.0,ATX,gold,1000,Full,Black,ATX,4
be quiet! Power Zone 1000W,158.0,ATX,bronze,1000,Full,Black,ATX,4
EVGA SuperNOVA 1000 PS,158.0,ATX,platinum,1000,Full,Black,ATX,4
Cooler Master MWE GOLD 550 V2,158.0,ATX,gold,550,false,Black,ATX,4
Fractal Design Integra M,158.0,ATX,bronze,650,Semi,Black,ATX,4
Thermaltake TR2,158.0,ATX,bronze,600,false,Black,ATX,4
Xilence XP700R6,158.0,ATX,gold,700,false,Black / Red,ATX,4
Cougar COUGAR-GX1050,158.0,ATX,gold,1050,Semi,Black,ATX,4
EVGA 500 BT,158.0,ATX,bronze,500,false,Black,ATX,4
Thermalright AG-850,158.0,ATX,gold,850,Full,White,ATX,4
KOLINK Continuum V2,158.0,ATX,platinum,1200,Full,Black,ATX,4
Xilence XP1250MR9.2,475.05,ATX,gold,1250,Full,Black / Red,ATX,4
Antec Basiq,84.0,ATX,gold,350,false,Black,ATX,4
XFX XTR,158.0,ATX,gold,650,Full,Black,ATX,4
Deepcool DQ850M-V3L,158.0,ATX,gold,850,Full,Black,ATX,4
be quiet! Pure Power 10,158.0,ATX,bronze,300,false,Black,ATX,4
be quiet! Pure Power 10,158.0,ATX,silver,400,false,Black,ATX,4
be quiet! Pure Power 10 CM,158.0,ATX,silver,600,Semi,Black,ATX,4
"FSP Group Hydro PTM PRO,Gen5",158.0,ATX,platinum,1200,Full,Black,ATX,4
Rosewill Glacier 850M,158.0,ATX,bronze,850,Semi,Black,ATX,4
Thermaltake Smart,158.0,ATX,plus,630,false,Black,ATX,4
SeaSonic M12II,158.0,ATX,bronze,850,Semi,Black,ATX,4
SeaSonic Platinum,158.0,ATX,platinum,860,Full,Black,ATX,4
Raidmax RX-530SS,158.0,ATX,gold,530,Semi,Black,ATX,4
Cougar SL500,158.0,ATX,gold,500,false,Black,ATX,4
Thermaltake Toughpower Grand RGB 650 SE,158.0,ATX,gold,650,Full,Black,ATX,4
Lian Li EG850 Mesh,158.0,ATX,gold,850,Full,Black,ATX,4
Cooler Master Silent Pro Gold,158.0,ATX,gold,1200,Semi,Black,ATX,4
Thermaltake TR2,158.0,ATX,plus,700,false,Black,ATX,4
SeaSonic M12II,158.0,ATX,bronze,430,false,Black,ATX,4
Cooler Master New GX,158.0,ATX,plus,550,false,Black,ATX,4
NOX URANO TX,158.0,ATX,gold,850,false,Black,ATX,4
Thermaltake Toughpower GF1 - TT Premium,158.0,ATX,gold,1000,Full,Black,ATX,4
Antec NeoECO 650 Gold,158.0,ATX,gold,650,Semi,Black,ATX,4
EVGA SuperNOVA 750 T2,158.0,ATX,titanium,750,Full,Black,ATX,4
Enermax MarbleBron,158.0,ATX,bronze,750,Semi,Black,ATX,4
Raidmax Scorpio,158.0,ATX,bronze,535,Semi,Black / Blue,ATX,4
Cooler Master B500,158.0,ATX,gold,500,false,Black,ATX,4
GAMDIAS ASTRAPE P1 G,158.0,ATX,gold,650,Full,Black / Multicolor,ATX,4
Thermaltake Toughpower GF A3 - TT Premium Edition,158.0,ATX,gold,1050,Full,Blue / Black,ATX,4
Corsair VS600,158.0,ATX,plus,600,false,Black,ATX,4
Corsair HX620,158.0,ATX,plus,620,Full,Black,ATX,4
RIOTORO BUILDER,158.0,ATX,plus,600,false,Black / Red,ATX,4
FSP Group Raider 650,158.0,ATX,bronze,650,false,Black,ATX,4
KOLINK Classic Power,158.0,ATX,bronze,600,false,Black / Red,ATX,4
Enermax ENP500AWT,158.0,ATX,plus,500,false,Black,ATX,4
ARESGAME AGS,158.0,ATX,gold,850,Semi,Black / Red,ATX,4
Silverstone SX300-B,158.0,SFX,bronze,300,false,Black,SFX,4
Thermaltake Smart BX1 RGB 650,158.0,ATX,bronze,650,false,Black,ATX,4
Rosewill PHOTON-850,158.0,ATX,gold,850,Full,Black,ATX,4
Rosewill PHOTON-1050,158.0,ATX,gold,1050,Full,Black,ATX,4
Rosewill ARC 750,158.0,ATX,bronze,750,false,Black,ATX,4
Corsair TX850 V2,158.0,ATX,bronze,850,false,Black,ATX,4
Super Flower Leadex III ARGB Pro,158.0,ATX,gold,650,Full,Black,ATX,4
Cooler Master Thunder,158.0,ATX,gold,600,false,Black,ATX,4
be quiet! Straight Power 10,158.0,ATX,gold,700,false,Black,ATX,4
FSP Group FSP400-60GHS(85)-R,158.0,SFX,bronze,400,false,Black,SFX,4
FSP Group HYPER S,158.0,ATX,plus,600,false,Black,ATX,4
In Win P65,131.0,ATX,gold,650,Full,Black,ATX,4
Antec Signature Platinum,158.0,ATX,platinum,1000,Full,Black,ATX,4
CoolMax CL-500B,44.72,ATX,gold,500,false,Black,ATX,4
Silverstone Strider Platinum,326.99,ATX,platinum,1200,Full,Black,ATX,4
Thermalright TP,158.0,ATX,platinum,850,Full,Black,ATX,4
Super Flower Leadex Platinum,158.0,ATX,platinum,850,Full,Black,ATX,4
YEYIAN Raiden,158.0,ATX,bronze,750,false,Black,ATX,4
Enermax MarbleBron RGB,158.0,ATX,bronze,850,Semi,Black,ATX,4
Thermalright TP,158.0,ATX,platinum,1000,Full,White,ATX,4
SeaSonic PRIME Ultra Gold 650,158.0,ATX,gold,650,Full,Black,ATX,4
Antec Earthwatts Green,114.64,ATX,bronze,430,false,Black,ATX,4
SHARKOON Rebel P20 1000,158.0,ATX,gold,1000,Full,Black,ATX,4
Rosewill HIVE S,158.0,ATX,bronze,1000,Full,Black,ATX,4
LC-Power LC6350 V2.3,158.0,ATX,bronze,350,false,Black,ATX,4
SeaSonic PRIME Ultra Platinum 1000,158.0,ATX,platinum,1000,Full,Black,ATX,4
Apevia Spirit,158.0,ATX,gold,700,false,Black,ATX,4
be quiet! Pure Power 10,158.0,ATX,silver,700,false,Black,ATX,4
Thermaltake Toughpower Grand RGB Platinum,158.0,ATX,platinum,1200,Full,Black,ATX,4
Cooler Master Silent Pro M,158.0,ATX,bronze,700,Full,Black,ATX,4
Thermaltake TR2,158.0,ATX,plus,800,false,Black,ATX,4
Zalman ZM500-RS,158.0,ATX,plus,500,false,Black,ATX,4
FSP Group AURUM S 400W,158.0,ATX,gold,400,false,Black,ATX,4
Super Flower Legion GX Pro,158.0,ATX,gold,650,Semi,Black,ATX,4
Apevia ATX-CB700W,158.0,ATX,gold,700,false,Black,ATX,4
Cooler Master MWE White V2 230V,158.0,ATX,plus,450,false,Black,ATX,4
Athena Power APOLLO 600,230.84,SFX,bronze,600,false,Black,SFX,4
GameMax GM,158.0,ATX,gold,500,Semi,Black,ATX,4
Antec NeoECO V2,158.0,ATX,bronze,650,Semi,Black,ATX,4
Rosewill Capstone,158.0,ATX,gold,650,Semi,Black,ATX,4
Thermaltake Litepower GEN2 230V,158.0,ATX,gold,650,false,Black,ATX,4
Cooler Master MasterWatt Lite 600W Full Range,158.0,ATX,plus,600,false,Black,ATX,4
SeaSonic CORE GX-500,158.0,ATX,gold,500,Full,Black / Gold,ATX,4
Enermax REVOLUTION X't II,158.0,ATX,gold,750,Semi,Black,ATX,4
GAMDIAS ASTRAPE M1 B,158.0,ATX,bronze,750,false,Black / Multicolor,ATX,4
Super Flower Leadex Titanium,158.0,ATX,titanium,850,Full,Black,ATX,4
Antec NeoECO Gold ZEN,158.0,ATX,gold,700,false,Black / Gold,ATX,4
SHARKOON SilentStorm Icewind,158.0,ATX,bronze,650,Semi,White / Black,ATX,4
Silverstone VIVA,158.0,ATX,gold,750,false,Black,ATX,4
Corsair TX650 V2,158.0,ATX,bronze,650,false,Black,ATX,4
Antec EARTHWATTS GOLD PRO 550,158.0,ATX,gold,550,Semi,Black,ATX,4
Deepcool PQ650M,158.0,ATX,gold,650,Full,Black,ATX,4
SilentiumPC Vero M2,158.0,ATX,bronze,600,false,Black,ATX,4
SeaSonic Platinum,158.0,ATX,platinum,520,Full,Black,ATX,4
EVGA SuperNOVA 650 G7,158.0,ATX,gold,650,Full,Black / Blue,ATX,4
Segotep GF,158.0,SFX,gold,750,Full,Black / Gray,SFX,4
Fractal Design Newton R3,158.0,ATX,platinum,600,Semi,Black,ATX,4
EVGA SuperNOVA G FTW,158.0,ATX,gold,1000,Full,Black,ATX,4
EVGA GE,158.0,ATX,gold,700,false,Black,ATX,4
Super Flower Amazon,158.0,ATX,bronze,300,false,Black,ATX,4
Thermaltake Toughpower,158.0,ATX,gold,1200,Semi,Black,ATX,4
YEYIAN Raiden RGB,158.0,ATX,gold,850,false,Black,ATX,4
Athena Power AP-MTFX30,36.99,TFX,gold,300,false,Silver,TFX,4
Thermalright TGFX650,158.0,SFX,gold,650,Full,White,SFX,4
KOLINK Modular Power,158.0,ATX,bronze,700,Semi,Black,ATX,4
be quiet! TFX Power 3 300,158.0,TFX,bronze,300,false,Black,TFX,4
be quiet! Straight Power 10,158.0,ATX,gold,500,false,Black,ATX,4
Phanteks Revolt SFX,158.0,SFX,gold,750,Full,Black,SFX,4
Apevia ATX-JP1000W,158.0,ATX,bronze,1000,false,Black,ATX,4
Cooler Master MWE Gold V2 ATX3.0,158.0,ATX,gold,1050,Full,White,ATX,4
Segotep GP700G,158.0,ATX,gold,700,false,Black,ATX,4
Enermax Platimax D.F.,158.0,ATX,platinum,600,Full,Black,ATX,4
Enermax REVOLUTION X't,158.0,ATX,gold,430,Semi,Black,ATX,4
SHARKOON SilentStorm,156.97,SFX,bronze,450,false,Black,SFX,4
Kuroutoshikou KRPW-BR650W/85+,158.0,ATX,bronze,650,false,Black,ATX,4
Thermaltake Toughpower iRGB PLUS 1000,158.0,ATX,gold,1000,Full,Black,ATX,4
Cooler Master MasterWatt Maker 1500 (no Bluetooth),158.0,ATX,titanium,1500,Full,Black,ATX,4
SeaSonic X,158.0,ATX,gold,1250,Full,Black,ATX,4
be quiet! Pure Power 11,158.0,ATX,bronze,350,false,Black,ATX,4
"FSP Group Hydro Ti PRO,Gen 5",158.0,ATX,titanium,850,Full,Black,ATX,4
SeaSonic S12III,158.0,ATX,bronze,450,false,Black,ATX,4
Antec True Power,158.0,ATX,bronze,750,Full,Black,ATX,4
Apevia ATX-AQ700W-BK,158.0,ATX,gold,700,false,Black,ATX,4
Cooler Master Silent Pro M,158.0,ATX,plus,600,Full,Black,ATX,4
Cooler Master Silent Pro Gold,158.0,ATX,gold,1000,Semi,Black,ATX,4
OCZ ModXStream Pro,158.0,ATX,plus,500,Semi,Black,ATX,4
Raidmax RX-850AE,158.0,ATX,gold,850,Semi,Black,ATX,4
Silverstone Strider,158.0,ATX,silver,750,Full,Black,ATX,4
be quiet! System Power U9,158.0,ATX,bronze,700,false,Black,ATX,4
SeaSonic FOCUS Plus Platinum,158.0,ATX,platinum,650,Full,Black,ATX,4
Super Flower Legion GX Pro,158.0,ATX,gold,750,Semi,Black,ATX,4
be quiet! Dark Power Pro 10,158.0,ATX,platinum,850,Semi,Black,ATX,4
Thermaltake Smart,158.0,ATX,bronze,850,Semi,Black,ATX,4
Mars Gaming MP700,158.0,ATX,gold,700,false,Black,ATX,4
SeaSonic PRIME Ultra Platinum 550,158.0,ATX,platinum,550,Full,Black,ATX,4
Corsair GS800 2013 Edition,158.0,ATX,bronze,800,false,Black,ATX,4
BitFenix Whisper M,158.0,ATX,gold,650,Full,Black,ATX,4
Cooler Master GXII,158.0,ATX,bronze,750,false,Black,ATX,4
Cooler Master Elite,158.0,ATX,gold,460,false,Black,ATX,4
GAMDIAS ASTRAPE M1 B,158.0,ATX,bronze,650,false,Black / Multicolor,ATX,4
XFX TS,158.0,ATX,gold,550,false,Black,ATX,4
be quiet! Dark Power Pro 11,158.0,ATX,platinum,1200,Semi,Black,ATX,4
Thermaltake Toughpower GX1,158.0,ATX,gold,600,Semi,Black,ATX,4
Sparkle R-FSP400-60ETN,158.0,ATX,platinum,400,false,Black,ATX,4
Cooler Master V Semi-Modular,158.0,ATX,gold,750,Semi,Black,ATX,4
SHARKOON SilentStorm Icewind,158.0,ATX,bronze,750,Semi,White / Black,ATX,4
Antec High Current Gamer,158.0,ATX,bronze,620,false,Black,ATX,4
Raidmax Thunder RGB,158.0,ATX,bronze,735,Semi,Black,ATX,4
Cooler Master Elite V2,158.0,ATX,gold,550,false,Black,ATX,4
Cooler Master V1000 Platinum,158.0,ATX,platinum,1000,Full,Black,ATX,4
EVGA SuperNOVA 1050 GS,158.0,ATX,gold,1050,Full,Black,ATX,4
EVGA SuperNOVA 750 P6,158.0,ATX,platinum,750,Full,Black / Silver,ATX,4
Antec Earthwatts,158.0,ATX,bronze,500,false,Black,ATX,4
Silverstone Nightjar,158.0,ATX,platinum,520,Full,Black,ATX,4
Antec Signature,158.0,ATX,titanium,1000,Full,Black / Silver,ATX,4
be quiet! Straight Power 10,158.0,ATX,gold,600,false,Black,ATX,4
Cooler Master Silent Pro M2,158.0,ATX,silver,1000,Semi,Black,ATX,4
ABS Majesty,158.0,ATX,gold,1100,Full,Black,ATX,4
Phanteks Revolt Pro,158.0,ATX,gold,1000,Full,Silver / Black,ATX,4
Antec High Current Gamer Extreme,158.0,ATX,gold,1000,Full,Black,ATX,4
SeaSonic PRIME Gold,158.0,ATX,gold,850,Full,Black,ATX,4
Super Flower Leadex V Platinum Pro,158.0,ATX,platinum,1000,Full,White,ATX,4
FSP Group SFX Pro,158.0,SFX,bronze,350,false,Black,SFX,4
Enermax Revolution D.F. X,158.0,ATX,gold,1050,Full,Black,ATX,4
Thermaltake TOUGHPOWER PF1 ARGB,158.0,ATX,platinum,1200,Full,Black,ATX,4
Thermalright TPFX750,158.0,SFX,platinum,750,Full,Black,SFX,4
Rosewill Green,170.0,ATX,plus,530,false,Black,ATX,4
SeaSonic PRIME,158.0,ATX,gold,650,Full,Black,ATX,4
Xilence XP550R9,158.0,ATX,gold,550,false,Black / Red,ATX,4
Enermax REVOLUTION D.F. 2,158.0,ATX,gold,1050,Full,Black,ATX,4
Corsair CX-750 V3,158.0,ATX,bronze,750,false,Black,ATX,4
Cooler Master MWE Gold V2 ATX3.0,158.0,ATX,gold,850,Full,White,ATX,4
EVGA 510 BP,158.0,ATX,bronze,510,false,Black,ATX,4
XFX XTR,158.0,ATX,gold,550,Full,Black,ATX,4
SeaSonic PRIME SNOWSILENT,158.0,ATX,gold,550,Full,White,ATX,4
Deepcool GamerStorm DQ-M,158.0,ATX,gold,750,Full,Black / Silver,ATX,4
SeaSonic X,158.0,ATX,gold,750,Full,Black,ATX,4
NZXT HALE90 V2 1000W,158.0,ATX,gold,1000,Full,Black,ATX,4
PC Power & Cooling Silencer MK III,158.0,ATX,bronze,500,Semi,Black,ATX,4
Cougar SL600,158.0,ATX,gold,600,false,Black,ATX,4
NZXT HALE90 V2 1000W,158.0,ATX,gold,1000,Full,Black,ATX,4
Vetroo G5,158.0,ATX,gold,850,Full,White,ATX,4
Antec NeoECO,158.0,ATX,bronze,520,false,Black,ATX,4
Apevia ATX-JV650W,158.0,ATX,gold,650,false,Black,ATX,4
HEC X-Power Pro 600,158.0,ATX,gold,600,false,Black,ATX,4
SHARKOON Rebel P30 Gold,158.0,ATX,gold,1000,Full,White,ATX,4
be quiet! Pure Power L7,158.0,ATX,plus,530,false,Black,ATX,4
Montech GAMMA II,158.0,ATX,gold,550,false,Black,ATX,4
Sentey XPP725-PS,158.0,ATX,gold,725,Semi,Black,ATX,4
be quiet! Dark Power Pro 10,158.0,ATX,gold,750,Semi,Black,ATX,4
Thermaltake Toughpower DPS G RGB Titanium,158.0,ATX,titanium,850,Full,Black,ATX,4
Cooler Master i500,158.0,ATX,bronze,500,false,Black,ATX,4
Thermaltake Toughpower GX1 RGB,158.0,ATX,gold,600,false,Black,ATX,4
Thermaltake Smart,158.0,ATX,bronze,650,Semi,Black,ATX,4
FSP Group Hydro PTM PRO,158.0,ATX,platinum,1200,Full,Black,ATX,4
FSP Group Berzerker,158.0,ATX,bronze,500,false,Black,ATX,4
FSP Group Dagger 600,158.0,SFX,gold,600,Full,Black,SFX,4
Phanteks AMP,158.0,ATX,gold,1000,Full,Black,ATX,4
Xigmatek Vector,158.0,ATX,gold,850,Semi,Black,ATX,4
Zalman TX,158.0,ATX,gold,700,false,Black,ATX,4
Cooler Master MasterWatt 750 TUF Gaming Edition,158.0,ATX,bronze,750,Semi,Black / Gray,ATX,4
Deepcool DQ750-M-V2L,158.0,ATX,gold,750,Full,White / Black,ATX,4
Ultra LSP750,158.0,ATX,gold,750,false,Black,ATX,4
KOLINK Core,158.0,ATX,plus,300,false,Black,ATX,4
SeaSonic G,158.0,ATX,gold,750,Semi,Black,ATX,4
PC Power & Cooling Silencer Mk II,158.0,ATX,silver,950,false,Black,ATX,4
FSP Group Hydro X,158.0,ATX,gold,550,false,Black,ATX,4
Cooler Master GX,158.0,ATX,plus,650,false,Black,ATX,4
Antec NeoECO Classic,158.0,ATX,bronze,550,false,Black,ATX,4
Corsair TX850 V2,158.0,ATX,bronze,850,false,Black,ATX,4
Cooler Master Elite NEX N700,158.0,ATX,gold,700,false,Black,ATX,4
Silverstone Strider Titanium,158.0,ATX,titanium,1500,Full,Black / Blue,ATX,4
XFX Core Edition,158.0,ATX,bronze,750,false,Black,ATX,4
XFX Core Edition,158.0,ATX,bronze,650,false,Black,ATX,4
Cougar GX-F,158.0,ATX,gold,650,Full,Black / Orange,ATX,4
SeaSonic CORE GM,158.0,ATX,gold,550,Semi,Black,ATX,4
Cougar CMX700V3,158.0,ATX,bronze,700,Semi,Black,ATX,4
Rosewill PHOTON-1200,158.0,ATX,gold,1200,Full,Black,ATX,4
Raidmax Cobra,158.0,ATX,gold,850,Full,Black,ATX,4
be quiet! Straight Power 10 CM,158.0,ATX,gold,700,Semi,Black,ATX,4
Thermaltake Smart BX1 450,158.0,ATX,bronze,450,false,Black,ATX,4
Cooler Master Silent Pro M2,158.0,ATX,silver,850,Semi,Black,ATX,4
Thortech Thunderbolt PLUS,158.0,ATX,gold,800,Full,Black,ATX,4
Cooler Master MasterWatt,158.0,ATX,bronze,450,Semi,Black,ATX,4
Antec True Power,158.0,ATX,gold,650,false,Black,ATX,4
EVGA SuperNOVA 1000G XC,158.0,ATX,gold,1000,Full,Black,ATX,4
Thermaltake Smart DPS G,158.0,ATX,gold,650,Semi,Black,ATX,4
Thermalright AG-650,158.0,ATX,gold,650,Full,Black,ATX,4
Thermaltake EVO_Blue,114.99,ATX,gold,650,Semi,Black,ATX,4
SeaSonic SS-400ET Bronze,89.0,ATX,bronze,400,false,Black,ATX,4
EVGA SuperNOVA 850 GA,307.99,ATX,gold,850,Full,Black,ATX,4
SHARKOON Rebel P30 Gold,158.0,ATX,gold,850,Full,Black,ATX,4
BitFenix Whisper M,158.0,ATX,gold,850,Full,Black,ATX,4
SeaSonic Snow Silent 1050,158.0,ATX,platinum,1050,Full,Black,ATX,4
SeaSonic PRIME Ultra Platinum 750,158.0,ATX,platinum,750,Full,Black,ATX,4
Rosewill PMG750,114.99,ATX,gold,750,Full,Black,ATX,4
BitFenix BFG GOLD ATX3.0,158.0,ATX,gold,850,Full,Black,ATX,4
Xilence XP750MR9.2,158.0,ATX,gold,750,Semi,Black / Red,ATX,4
Xilence XP750R10,158.0,ATX,bronze,750,false,Black / Red,ATX,4
Enermax MarbleBron RGB,158.0,ATX,bronze,850,Semi,White,ATX,4
YEYIAN Raiden RGB,158.0,ATX,bronze,650,false,Black,ATX,4
Raidmax Vampire,158.0,ATX,gold,800,Semi,Black,ATX,4
Montech CENTURY,158.0,ATX,gold,550,Full,Black,ATX,4
Rosewill HIVE S,158.0,ATX,bronze,650,Full,Black,ATX,4
LC-Power LC6550 V2.3,158.0,ATX,bronze,550,false,Black,ATX,4
OCZ ZT,158.0,ATX,bronze,750,Full,Black,ATX,4
Rosewill Glacier 700M,158.0,ATX,bronze,700,Semi,Black,ATX,4
BitFenix Formula Bronze,158.0,ATX,bronze,700,false,Black,ATX,4
Antec EDGE,158.0,ATX,gold,750,Full,Black,ATX,4
SeaSonic PRIME Ultra Gold 550,158.0,ATX,gold,550,Full,Black,ATX,4
Athena Power AP-TFX40,158.0,TFX,bronze,400,false,Silver,TFX,4
Antec NeoECO,158.0,ATX,plus,400,false,Black,ATX,4
Antec True Power,158.0,ATX,bronze,750,Semi,Black,ATX,4
HEC HEC250SRT,158.0,SFX,gold,250,false,Silver,SFX,4
Enermax EPR525AWT_II,158.0,ATX,bronze,525,false,Black,ATX,4
OCZ StealthXstream II,158.0,ATX,plus,600,false,Black,ATX,4
OCZ Fatal1ty,158.0,ATX,bronze,750,Semi,Black,ATX,4
Thermaltake TR2,158.0,ATX,bronze,450,false,Black,ATX,4
Deepcool PK800D,158.0,ATX,bronze,800,false,Black,ATX,4
SeaSonic SSP-650RT,158.0,ATX,gold,650,false,Black,ATX,4
FSP Group Hydro G,158.0,ATX,gold,650,Full,Black,ATX,4
GameMax GM,158.0,ATX,gold,1800,false,Black,ATX,4
